node    mean	sd	2.5%	97.5%	Rhat	n.eff	scen    MA 	
1723	-0.6609	0.5566	-1.73	0.3824	1.0032	6900	23	69
1724	-0.7505	0.5227	-1.7661	0.2722	1.001	27000	24	69
1725	-0.7987	0.5218	-1.8187	0.2331	1.001	27000	25	69
1726	-1.3983	1.1095	-3.9968	0.4112	1.0009	27000	1	70
1727	-1.4847	1.1339	-4.1426	0.3445	1.0012	8600	2	70
1728	-1.681	1.2121	-4.4895	0.2931	1.0018	2300	3	70
1729	-1.8552	1.2858	-4.8584	0.2398	1.0012	8700	4	70
1730	-1.954	1.2783	-4.8806	0.1697	1.0011	12000	5	70
1731	-1.312	1.0991	-3.8478	0.5036	1.0015	3700	6	70
1732	-1.3968	1.1364	-4.0232	0.4648	1.0011	12000	7	70
1733	-1.6126	1.2387	-4.5754	0.3857	1.0011	10000	8	70
1734	-1.7569	1.2625	-4.6536	0.2977	1.0013	5000	9	70
1735	-1.8826	1.284	-4.8658	0.2373	1.0012	7200	10	70
1736	-1.1924	1.0846	-3.7062	0.595	1.002	1900	11	70
1737	-1.3242	1.2737	-4.1825	0.5968	1.0111	4700	12	70
1738	-1.4401	1.1887	-4.2478	0.5069	1.001	27000	13	70
1739	-1.6416	1.2559	-4.5195	0.45	1.0012	8500	14	70
1740	-1.7306	1.2631	-4.645	0.3417	1.0013	4900	15	70
1741	-1.0623	1.0722	-3.5421	0.6959	1.0021	4800	16	70
1742	-1.1594	1.1556	-3.7875	0.6984	1.0011	13000	17	70
1743	-1.3477	1.1749	-4.0964	0.5881	1.0017	2800	18	70
1744	-1.4885	1.2133	-4.2294	0.501	1.001	27000	19	70
1745	-1.575	1.2238	-4.4115	0.4495	1.001	27000	20	70
1746	-0.9962	1.098	-3.5211	0.8341	1.0023	3800	21	70
1747	-1.0709	1.1402	-3.695	0.7982	1.0013	6000	22	70
1748	-1.2319	1.1543	-3.9523	0.6532	1.0012	6900	23	70
1749	-1.388	1.2075	-4.1192	0.5983	1.0027	5000	24	70
1750	-1.4898	1.232	-4.2991	0.5389	1.0013	5300	25	70
1751	-0.165	0.4309	-0.9839	0.7265	1.0016	2900	1	71
1752	-0.1864	0.4384	-1.0075	0.708	1.001	27000	2	71
1753	-0.221	0.433	-1.0311	0.6721	1.001	27000	3	71
1754	-0.2665	0.4363	-1.0731	0.6286	1.0009	27000	4	71
1755	-0.2849	0.441	-1.1045	0.6271	1.0011	18000	5	71
1756	-0.1312	0.4542	-0.9665	0.7988	1.0014	9600	6	71
1757	-0.1486	0.4446	-0.9845	0.7695	1.0011	13000	7	71
1758	-0.1825	0.4411	-1.0213	0.734	1.0009	27000	8	71
1759	-0.221	0.4431	-1.0529	0.6863	1.0009	27000	9	71
1760	-0.263	0.4414	-1.0694	0.6634	1.0012	8900	10	71
1761	-0.0719	0.4535	-0.9279	0.8701	1.0015	3800	11	71
1762	-0.0866	0.4565	-0.9418	0.8531	1.0012	7600	12	71
1763	-0.1319	0.4532	-0.9744	0.8076	1.001	27000	13	71
1764	-0.1721	0.4449	-1.0104	0.7485	1.0014	4600	14	71
1765	-0.1896	0.4496	-1.0346	0.7514	1.0012	7900	15	71
1766	0.0069	0.4768	-0.8776	1.0024	1.001	24000	16	71
1767	-0.0236	0.4714	-0.8964	0.9648	1.0012	8900	17	71
1768	-0.0675	0.4665	-0.9294	0.9079	1.001	27000	18	71
1769	-0.1036	0.454	-0.961	0.8328	1.0012	7900	19	71
1770	-0.1287	0.4513	-0.971	0.8008	1.0011	12000	20	71
1771	0.0445	0.4713	-0.8318	1.0282	1.0011	11000	21	71
1772	0.0257	0.4727	-0.8357	1.0187	1.0014	4500	22	71
1773	-0.021	0.4704	-0.8909	0.951	1.0012	6500	23	71
1774	-0.0721	0.4694	-0.9436	0.9047	1.001	27000	24	71
1775	-0.0844	0.4528	-0.9312	0.8651	1.0022	1700	25	71
1776	-1.8616	0.5062	-2.933	-0.9129	1.001	27000	1	72
1777	-1.9133	0.5146	-3.0219	-0.9712	1.0011	19000	2	72
1778	-1.9808	0.533	-3.1216	-0.9802	1.0011	13000	3	72
1779	-2.0384	0.539	-3.1891	-1.0228	1.0011	12000	4	72
1780	-2.0761	0.5387	-3.2223	-1.0634	1.001	27000	5	72
1781	-1.8437	0.5175	-2.9446	-0.888	1.001	27000	6	72
1782	-1.8821	0.5187	-2.9946	-0.9017	1.0012	8800	7	72
1783	-1.9403	0.537	-3.0751	-0.9274	1.001	19000	8	72
1784	-2.0156	0.5536	-3.2	-0.9707	1.001	27000	9	72
1785	-2.0349	0.5555	-3.2009	-0.9873	1.0011	16000	10	72
1786	-1.7716	0.528	-2.8917	-0.7909	1.0011	13000	11	72
1787	-1.8265	0.5354	-2.968	-0.8207	1.001	27000	12	72
1788	-1.886	0.5541	-3.0577	-0.8365	1.001	25000	13	72
1789	-1.9611	0.5665	-3.1605	-0.8958	1.001	27000	14	72
1790	-1.9836	0.5674	-3.1853	-0.9221	1.001	27000	15	72
1791	-1.7068	0.5446	-2.8651	-0.6806	1.0012	8600	16	72
1792	-1.7525	0.548	-2.9008	-0.7313	1.0011	15000	17	72
1793	-1.8208	0.5673	-3.0257	-0.7728	1.001	27000	18	72
1794	-1.8834	0.579	-3.1075	-0.7912	1.0012	8500	19	72
1795	-1.9188	0.5786	-3.1432	-0.8309	1.0012	8500	20	72
1796	-1.6858	0.5435	-2.8344	-0.6714	1.0011	11000	21	72
1797	-1.7133	0.5544	-2.8862	-0.6705	1.0011	9900	22	72
1798	-1.7787	0.573	-2.9738	-0.7145	1.0012	8100	23	72
1799	-1.8507	0.5802	-3.0646	-0.7462	1.001	27000	24	72
1800	-1.8815	0.5925	-3.1316	-0.7629	1.0011	18000	25	72
1801	0.1953	0.4769	-0.7279	1.1298	1.0011	13000	1	73
1802	0.1695	0.4778	-0.754	1.1328	1.001	27000	2	73
1803	0.0952	0.4764	-0.8413	1.0393	1.001	21000	3	73
1804	0.0353	0.4856	-0.8953	0.9939	1.0011	16000	4	73
1805	-0.0164	0.5012	-0.9772	0.9688	1.001	27000	5	73
1806	0.2429	0.4834	-0.6956	1.207	1.0011	17000	6	73
1807	0.2054	0.4819	-0.7273	1.1565	1.001	27000	7	73
1808	0.1338	0.4884	-0.8027	1.0996	1.0011	14000	8	73
1809	0.0708	0.4843	-0.8636	1.0282	1.0009	27000	9	73
1810	0.029	0.4847	-0.9036	0.9989	1.001	27000	10	73
1811	0.3213	0.4892	-0.6206	1.2818	1.0016	3000	11	73
1812	0.2792	0.4769	-0.6518	1.2183	1.0012	7200	12	73
1813	0.2114	0.4878	-0.7372	1.1826	1.001	27000	13	73
1814	0.1417	0.4821	-0.7727	1.1068	1.0011	16000	14	73
1815	0.0919	0.4968	-0.8432	1.0704	1.001	27000	15	73
1816	0.3883	0.4756	-0.5418	1.3294	1.0013	6000	16	73
1817	0.3528	0.4817	-0.5798	1.2787	1.001	27000	17	73
1818	0.2842	0.4829	-0.6654	1.2382	1.0011	13000	18	73
1819	0.2134	0.4773	-0.7121	1.166	1.001	20000	19	73
1820	0.1633	0.4796	-0.7655	1.1201	1.0011	17000	20	73
1821	0.4234	0.476	-0.5005	1.3617	1.0014	4100	21	73
1822	0.3871	0.4713	-0.5349	1.3051	1.001	27000	22	73
1823	0.3207	0.4984	-0.6281	1.2851	1.0027	14000	23	73
1824	0.2395	0.4776	-0.6915	1.1792	1.001	21000	24	73
1825	0.2024	0.4807	-0.7239	1.149	1.0011	11000	25	73
1826	0.1149	0.5559	-1.0166	1.2021	1.0022	1600	1	74
1827	-0.0118	0.6135	-1.2664	1.1642	1.0041	640	2	74
1828	-0.2593	0.6333	-1.5212	0.9552	1.0015	3400	3	74
1829	-0.6624	0.6478	-1.8502	0.6213	1.0039	680	4	74
1830	-0.8184	0.6589	-1.9804	0.5217	1.0019	5700	5	74
1831	0.2025	0.5754	-0.9614	1.3449	1.0032	2300	6	74
1832	0.0411	0.5922	-1.1651	1.1906	1.0011	11000	7	74
1833	-0.2155	0.6473	-1.4982	1.044	1.0015	3700	8	74
1834	-0.5189	0.6915	-1.7969	0.8384	1.0036	770	9	74
1835	-0.7146	0.6822	-1.9077	0.6812	1.0033	860	10	74
1836	0.3347	0.6004	-0.8718	1.525	1.0015	3800	11	74
1837	0.2237	0.6121	-1.0203	1.406	1.001	23000	12	74
1838	-0.0342	0.6634	-1.3569	1.2434	1.0021	1700	13	74
1839	-0.3669	0.6868	-1.6417	0.998	1.002	2000	14	74
1840	-0.4995	0.7006	-1.7566	0.9427	1.0029	1000	15	74
1841	0.5491	0.5971	-0.6292	1.7497	1.0024	1400	16	74
1842	0.3559	0.6557	-0.9643	1.6078	1.0013	5100	17	74
1843	0.1141	0.6879	-1.2152	1.4637	1.0043	590	18	74
1844	-0.2004	0.7259	-1.5683	1.2131	1.0105	210	19	74
1845	-0.3741	0.7038	-1.6375	1.0754	1.001	19000	20	74
1846	0.6533	0.6101	-0.5714	1.8599	1.0034	820	21	74
1847	0.4955	0.6977	-0.8494	1.8088	1.0162	560	22	74
1848	0.2676	0.6876	-1.074	1.6015	1.0055	440	23	74
1849	-0.0746	0.7101	-1.4215	1.3172	1.0021	1800	24	74
1850	-0.3492	0.6865	-1.5853	1.0525	1.0015	3800	25	74
1851	-0.0736	0.3388	-0.7978	0.5528	1.0011	14000	1	75
1852	-0.1373	0.3408	-0.8454	0.506	1.0013	5800	2	75
1853	-0.2222	0.3546	-0.9643	0.4363	1.0017	2600	3	75
1854	-0.3368	0.3815	-1.1618	0.3452	1.0022	1600	4	75
1855	-0.392	0.3978	-1.2581	0.3102	1.001	27000	5	75
1856	-0.0343	0.3353	-0.7273	0.5917	1.0012	8800	6	75
1857	-0.0856	0.3411	-0.8002	0.5555	1.0032	880	7	75
1858	-0.1803	0.3518	-0.9192	0.4604	1.0014	4400	8	75
1859	-0.2821	0.3769	-1.0934	0.3927	1.002	1900	9	75
1860	-0.346	0.3874	-1.1767	0.3505	1.0012	8400	10	75
1861	0.0321	0.3352	-0.6618	0.6618	1.0011	18000	11	75
1862	-0.0141	0.3324	-0.6958	0.6047	1.0019	2200	12	75
1863	-0.1042	0.3439	-0.8302	0.5313	1.0017	2600	13	75
1864	-0.2049	0.3619	-0.96	0.4637	1.0016	3300	14	75
1865	-0.2609	0.3631	-1.0404	0.4014	1.0017	2600	15	75
1866	0.0975	0.3274	-0.565	0.7141	1.0015	3700	16	75
1867	0.0468	0.3238	-0.6146	0.6504	1.0016	3000	17	75
1868	-0.0435	0.3351	-0.7429	0.5764	1.0011	11000	18	75
1869	-0.1485	0.3433	-0.8754	0.4904	1.0016	2900	19	75
1870	-0.1987	0.3438	-0.9204	0.4359	1.0034	830	20	75
1871	0.1333	0.3205	-0.5158	0.7408	1.0015	3500	21	75
1872	0.0734	0.3253	-0.5831	0.6949	1.001	27000	22	75
1873	-0.0068	0.3259	-0.6764	0.6135	1.0018	2400	23	75
1874	-0.1046	0.3335	-0.7987	0.5183	1.001	27000	24	75
1875	-0.1557	0.336	-0.8429	0.4745	1.0046	550	25	75
1876	-0.2688	0.4374	-1.176	0.5313	1.0013	5500	1	76
1877	-0.3766	0.4493	-1.3118	0.4655	1.0078	300	2	76
1878	-0.5657	0.4707	-1.4809	0.3441	1.0021	1700	3	76
1879	-0.7482	0.4729	-1.6787	0.1647	1.0035	790	4	76
1880	-0.8685	0.4745	-1.7917	0.0658	1.0012	8700	5	76
1881	-0.2261	0.4454	-1.1486	0.5969	1.0022	1600	6	76
1882	-0.3216	0.4557	-1.2684	0.5157	1.0012	6800	7	76
1883	-0.4957	0.4767	-1.4497	0.4159	1.0019	2100	8	76
1884	-0.7044	0.4831	-1.6535	0.2423	1.0042	620	9	76
1885	-0.7878	0.486	-1.7476	0.1506	1.0019	2100	10	76
1886	-0.0853	0.4476	-1.0173	0.7356	1.0028	1100	11	76
1887	-0.2099	0.4646	-1.1581	0.6528	1.0017	2800	12	76
1888	-0.3786	0.4776	-1.34	0.5134	1.0026	1200	13	76
1889	-0.5543	0.4805	-1.4876	0.3616	1.0022	1600	14	76
1890	-0.6582	0.4827	-1.6036	0.2807	1.0019	2200	15	76
1891	0.017	0.4445	-0.9148	0.8288	1.0015	3400	16	76
1892	-0.076	0.466	-1.0207	0.783	1.0041	630	17	76
1893	-0.2769	0.4805	-1.2305	0.6364	1.0019	2200	18	76
1894	-0.4623	0.4723	-1.3826	0.4557	1.0014	4200	19	76
1895	-0.5481	0.4715	-1.4793	0.3744	1.0028	1100	20	76
1896	0.1018	0.4475	-0.8133	0.9136	1.0013	6500	21	76
1897	-0.0075	0.462	-0.9409	0.841	1.0015	3600	22	76
1898	-0.2024	0.4686	-1.1216	0.6921	1.0038	700	23	76
1899	-0.3739	0.478	-1.3247	0.5496	1.0021	1700	24	76
1900	-0.5123	0.4739	-1.4292	0.4245	1.0018	2300	25	76
1901	-0.8627	0.4102	-1.695	-0.0772	1.0011	15000	1	77
1902	-0.9339	0.4197	-1.783	-0.1247	1.0015	3400	2	77
1903	-1.0557	0.4361	-1.9233	-0.2125	1.0015	3600	3	77
1904	-1.1987	0.4287	-2.0447	-0.3547	1.001	27000	4	77
1905	-1.2691	0.4299	-2.109	-0.4304	1.0016	2900	5	77
1906	-0.8202	0.4166	-1.6578	-0.0242	1.0019	2200	6	77
1907	-0.8895	0.4204	-1.7349	-0.0792	1.0011	13000	7	77
1908	-1.0294	0.436	-1.8915	-0.1833	1.0011	11000	8	77
1909	-1.1584	0.4313	-1.9989	-0.3052	1.001	27000	9	77
1910	-1.2375	0.4272	-2.0663	-0.4011	1.0012	8500	10	77
1911	-0.7359	0.4186	-1.5694	0.0714	1.0013	5800	11	77
1912	-0.8059	0.4247	-1.6504	0.0172	1.001	21000	12	77
1913	-0.9283	0.4359	-1.7889	-0.077	1.0015	3700	13	77
1914	-1.0658	0.4396	-1.9279	-0.2054	1.003	990	14	77
1915	-1.1489	0.4307	-1.9839	-0.3051	1.0019	2100	15	77
1916	-0.6645	0.4337	-1.5288	0.1693	1.0011	16000	16	77
1917	-0.7265	0.4394	-1.5994	0.1277	1.001	26000	17	77
1918	-0.8516	0.4318	-1.7009	-0.0056	1.0024	1400	18	77
1919	-0.9722	0.4411	-1.8346	-0.1024	1.001	25000	19	77
1920	-1.0435	0.4348	-1.8951	-0.1945	1.0011	15000	20	77
1921	-0.5999	0.4329	-1.4663	0.2335	1.0014	4500	21	77
1922	-0.6614	0.4392	-1.5389	0.196	1.0011	15000	22	77
1923	-0.8109	0.4486	-1.6994	0.0572	1.0011	11000	23	77
1924	-0.9301	0.4398	-1.797	-0.0779	1.0012	7800	24	77
1925	-0.9979	0.4401	-1.86	-0.1434	1.001	27000	25	77
1926	-1.1449	0.5231	-2.2006	-0.1414	1.0013	6200	1	78
1927	-1.2145	0.5347	-2.2696	-0.1713	1.0013	5900	2	78
1928	-1.3935	0.5379	-2.4312	-0.3356	1.0017	2700	3	78
1929	-1.5603	0.5608	-2.5989	-0.4812	1.0017	27000	4	78
1930	-1.6491	0.5377	-2.6638	-0.5945	1.0017	8300	5	78
1931	-1.1043	0.5312	-2.1678	-0.0758	1.0011	14000	6	78
1932	-1.2024	0.5331	-2.2531	-0.1737	1.001	27000	7	78
1933	-1.3496	0.5426	-2.3906	-0.2853	1.0012	7600	8	78
1934	-1.5025	0.532	-2.5423	-0.456	1.0014	4300	9	78
1935	-1.5893	0.5183	-2.5832	-0.5518	1.0017	2700	10	78
1936	-1.0049	0.536	-2.0638	0.0234	1.0012	7700	11	78
1937	-1.0925	0.5465	-2.1748	-0.0533	1.0015	3600	12	78
1938	-1.2433	0.5563	-2.3049	-0.1723	1.003	11000	13	78
1939	-1.4037	0.5232	-2.4227	-0.3641	1.001	24000	14	78
1940	-1.4954	0.5221	-2.5059	-0.4688	1.0016	3200	15	78
1941	-0.9074	0.5385	-1.9719	0.1229	1.0015	3300	16	78
1942	-0.9928	0.5334	-2.0515	0.0382	1.0013	6000	17	78
1943	-1.1436	0.5416	-2.2082	-0.0901	1.001	27000	18	78
1944	-1.3031	0.5403	-2.336	-0.2438	1.0013	20000	19	78
1945	-1.3921	0.5248	-2.425	-0.3499	1.0012	8800	20	78
1946	-0.8396	0.5367	-1.9253	0.1889	1.001	27000	21	78
1947	-0.9273	0.5317	-1.9765	0.1184	1.0012	7000	22	78
1948	-1.0894	0.5436	-2.1556	-0.0322	1.0014	10000	23	78
1949	-1.2326	0.5343	-2.2772	-0.1948	1.0015	3900	24	78
1950	-1.3203	0.5089	-2.3151	-0.3225	1.0012	6600	25	78
1951	0.4541	1.0767	-1.8377	2.5257	1.0011	19000	1	79
1952	0.4642	1.0767	-1.8486	2.5362	1.001	27000	2	79
1953	0.4301	1.0736	-1.8225	2.4672	1.001	19000	3	79
1954	0.3908	1.156	-1.9561	2.527	1.01	15000	4	79
1955	0.3937	1.0724	-1.8907	2.449	1.001	27000	5	79
1956	0.4789	1.0931	-1.8204	2.5986	1.001	27000	6	79
1957	0.4609	1.0959	-1.8637	2.5433	1.001	27000	7	79
1958	0.4416	1.0941	-1.8747	2.538	1.001	24000	8	79
1959	0.4081	1.0795	-1.855	2.476	1.0009	27000	9	79
1960	0.4044	1.0872	-1.8564	2.4698	1.001	27000	10	79
1961	0.5234	1.078	-1.7539	2.6393	1.0009	27000	11	79
1962	0.5036	1.087	-1.7872	2.5983	1.0011	16000	12	79
1963	0.4725	1.0834	-1.8255	2.5355	1.0011	13000	13	79
1964	0.4407	1.1022	-1.8971	2.5378	1.0009	27000	14	79
1965	0.4391	1.0931	-1.8356	2.5403	1.0011	12000	15	79
1966	0.5507	1.0792	-1.7077	2.6248	1.001	27000	16	79
1967	0.5361	1.1008	-1.7567	2.6405	1.0011	27000	17	79
1968	0.4996	1.0913	-1.8075	2.6265	1.001	24000	18	79
1969	0.4824	1.0901	-1.7935	2.5935	1.001	27000	19	79
1970	0.4723	1.0863	-1.818	2.5654	1.0009	27000	20	79
1971	0.5667	1.0989	-1.7183	2.6766	1.001	27000	21	79
1972	0.5508	1.1155	-1.7732	2.6528	1.0024	15000	22	79
1973	0.5371	1.0787	-1.7526	2.6498	1.0012	8700	23	79
1974	0.4956	1.1139	-1.8205	2.6272	1.001	27000	24	79
1975	0.4858	1.0978	-1.8429	2.599	1.001	24000	25	79
1976	0.1255	0.5893	-0.9942	1.3114	1.0019	2100	1	80
1977	0.0308	0.6005	-1.106	1.2777	1.001	20000	2	80
1978	-0.1534	0.5915	-1.2808	1.0311	1.001	27000	3	80
1979	-0.3206	0.587	-1.4245	0.8552	1.0015	3700	4	80
1980	-0.4	0.5886	-1.5092	0.7937	1.0021	1700	5	80
1981	0.2064	0.6059	-0.9333	1.4093	1.0013	5800	6	80
1982	0.1093	0.606	-1.0389	1.3347	1.0015	3900	7	80
1983	-0.0776	0.5954	-1.2028	1.1304	1.0011	14000	8	80
1984	-0.2242	0.603	-1.3376	0.9956	1.001	27000	9	80
1985	-0.3098	0.5919	-1.4227	0.8938	1.001	27000	10	80
1986	0.3448	0.6061	-0.8013	1.5758	1.0022	1500	11	80
1987	0.2445	0.6009	-0.8981	1.4456	1.001	23000	12	80
1988	0.0923	0.6093	-1.0514	1.3272	1.0014	4600	13	80
1989	-0.0866	0.588	-1.2002	1.1123	1.001	27000	14	80
1990	-0.1825	0.5743	-1.272	0.9895	1.001	27000	15	80
1991	0.4924	0.5898	-0.6349	1.6728	1.001	23000	16	80
1992	0.4118	0.6035	-0.7345	1.6082	1.001	27000	17	80
1993	0.2208	0.5915	-0.9038	1.4147	1.0011	17000	18	80
1994	0.0571	0.6133	-1.0564	1.2931	1.0034	4800	19	80
1995	-0.0423	0.5807	-1.1205	1.149	1.0012	6800	20	80
1996	0.5827	0.5979	-0.5622	1.7806	1.0013	6300	21	80
1997	0.4564	0.6119	-0.6856	1.6779	1.0042	1400	22	80
1998	0.2843	0.5936	-0.8233	1.4704	1.001	23000	23	80
1999	0.1348	0.5805	-0.9515	1.3193	1.0009	27000	24	80
2000	0.0345	0.5723	-1.0388	1.2073	1.0011	10000	25	80
2001	-24.8619	15.0866	-59.9204	-4.1831	1.3898	9	1	81
2002	-23.5785	14.7606	-56.0815	-4.4837	1.1025	27	2	81
2003	-24.4149	15.8084	-69.4093	-4.9224	1.1068	90	3	81
2004	-24.0978	12.7949	-54.7724	-5.5535	1.1062	43	4	81
2005	-27.5517	25.0264	-85.123	-3.9867	1.5771	8	5	81
2006	-37.1042	20.2037	-86.129	-6.5828	1.173	19	6	81
2007	-35.9491	20.043	-70.427	-4.9218	1.977	5	7	81
2008	-28.8199	17.3507	-68.6768	-4.9148	1.3749	9	8	81
2009	-26.4088	18.7223	-83.1449	-4.6149	1.2063	32	9	81
2010	-34.5537	17.4153	-69.9273	-5.6272	1.8494	5	10	81
2011	-17.0014	10.7564	-44.2534	-3.8078	1.0372	190	11	81
2012	-42.4644	23.5799	-87.3602	-6.175	1.1865	17	12	81
2013	-47.8458	28.8791	-102.3027	-5.5667	1.8259	6	13	81
2014	-29.3012	20.5732	-81.6614	-4.6586	1.2609	16	14	81
2015	-36.6269	23.2227	-80.7829	-5.5749	1.0669	47	15	81
2016	-19.4707	13.5457	-52.1052	-3.4012	1.0183	660	16	81
2017	-28.007	13.8153	-57.8181	-5.0249	1.0513	120	17	81
2018	-24.7209	14.4516	-60.8274	-4.5019	1.1691	20	18	81
2019	-46.4649	29.0136	-105.1581	-5.1597	1.2784	12	19	81
2020	-31.8672	19.6836	-87.654	-5.2676	1.42	10	20	81
2021	-25.8529	14.9182	-57.8123	-4.2237	1.0561	120	21	81
2022	-29.1765	15.7601	-59.247	-4.8008	1.3319	10	22	81
2023	-52.9596	28.1836	-100.1874	-6.0094	1.0628	61	23	81
2024	-22.9712	15.0627	-64.6003	-4.4601	1.0882	45	24	81
2025	-21.1484	14.1479	-52.21	-3.6854	1.2642	13	25	81
2026	0.4032	0.7659	-1.089	1.9668	1.001	27000	1	82
2027	0.3695	0.755	-1.0772	1.9495	1.001	23000	2	82
2028	0.2964	0.7636	-1.191	1.8553	1.0011	16000	3	82
2029	0.2055	0.7542	-1.2299	1.7542	1.001	27000	4	82
2030	0.1779	0.7542	-1.2843	1.75	1.0011	16000	5	82
2031	0.462	0.7676	-1.0074	2.0501	1.0011	17000	6	82
2032	0.4217	0.7672	-1.0449	1.9846	1.001	27000	7	82
2033	0.3413	0.7553	-1.1203	1.8912	1.001	27000	8	82
2034	0.2667	0.7605	-1.1934	1.8248	1.001	21000	9	82
2035	0.2336	0.7505	-1.2557	1.7801	1.001	27000	10	82
2036	0.5617	0.7622	-0.9136	2.1433	1.001	27000	11	82
2037	0.5194	0.7577	-0.9452	2.081	1.001	27000	12	82
2038	0.4447	0.7597	-1.0426	1.997	1.0014	4100	13	82
2039	0.3767	0.7549	-1.0856	1.9383	1.0012	8300	14	82
2040	0.3233	0.7659	-1.1806	1.8804	1.001	27000	15	82
2041	0.6602	0.7532	-0.8113	2.2231	1.001	27000	16	82
2042	0.6043	0.7613	-0.8916	2.1753	1.001	27000	17	82
2043	0.5414	0.7496	-0.8867	2.0777	1.0011	14000	18	82
2044	0.4616	0.7509	-1.0106	1.9979	1.001	27000	19	82
2045	0.4215	0.7487	-1.0457	1.9495	1.001	23000	20	82
2046	0.7059	0.7455	-0.7541	2.221	1.0012	9500	21	82
2047	0.666	0.763	-0.8243	2.2344	1.0013	5600	22	82
2048	0.6011	0.7569	-0.8563	2.1581	1.0009	27000	23	82
2049	0.5147	0.7474	-0.9602	2.059	1.001	27000	24	82
2050	0.4649	0.7486	-0.9833	2.0023	1.0011	11000	25	82
2051	-0.7118	0.5434	-1.7986	0.3318	1.0013	6200	1	83
2052	-0.7758	0.5585	-1.8772	0.3089	1.001	27000	2	83
2053	-0.9071	0.5715	-2.0349	0.1906	1.0013	5800	3	83
2054	-1.0541	0.5762	-2.1848	0.0668	1.0025	1300	4	83
2055	-1.1485	0.5762	-2.2673	-0.0085	1.001	27000	5	83
2056	-0.6348	0.555	-1.7285	0.4284	1.001	27000	6	83
2057	-0.7274	0.5588	-1.8337	0.3534	1.001	26000	7	83
2058	-0.8677	0.5837	-2.0239	0.2612	1.001	27000	8	83
2059	-1.0078	0.5829	-2.1731	0.123	1.0017	2800	9	83
2060	-1.0691	0.5807	-2.2035	0.0693	1.001	26000	10	83
2061	-0.5263	0.5602	-1.6279	0.5793	1.0017	2500	11	83
2062	-0.6126	0.5701	-1.7541	0.5008	1.0015	3800	12	83
2063	-0.7349	0.5925	-1.9007	0.4088	1.0013	6100	13	83
2064	-0.8947	0.6095	-2.078	0.2769	1.001	25000	14	83
2065	-0.9713	0.6021	-2.153	0.2052	1.001	27000	15	83
2066	-0.4137	0.5634	-1.5254	0.6819	1.0011	16000	16	83
2067	-0.47	0.577	-1.6178	0.6474	1.0012	7800	17	83
2068	-0.6146	0.5823	-1.7624	0.5321	1.0013	5500	18	83
2069	-0.7542	0.59	-1.9209	0.3807	1.0016	2900	19	83
2070	-0.8499	0.6017	-2.0262	0.3199	1.0023	1400	20	83
2071	-0.3179	0.561	-1.4374	0.7631	1.0012	9500	21	83
2072	-0.3955	0.5813	-1.5573	0.7043	1.0011	13000	22	83
2073	-0.5318	0.5904	-1.6883	0.6051	1.0019	2000	23	83
2074	-0.69	0.5982	-1.8877	0.459	1.001	27000	24	83
2075	-0.7584	0.5974	-1.9329	0.3954	1.0013	5200	25	83
2076	-0.6235	0.2189	-1.0915	-0.2201	1.001	27000	1	84
2077	-0.6536	0.2279	-1.1448	-0.2373	1.0012	8900	2	84
2078	-0.6906	0.238	-1.2083	-0.2635	1.0011	14000	3	84
2079	-0.7333	0.2492	-1.2707	-0.2862	1.0011	15000	4	84
2080	-0.7696	0.2558	-1.3169	-0.3062	1.0011	12000	5	84
2081	-0.6082	0.2189	-1.0722	-0.2027	1.0011	18000	6	84
2082	-0.6243	0.2226	-1.1061	-0.2194	1.0011	18000	7	84
2083	-0.6675	0.2343	-1.1791	-0.2434	1.0013	5400	8	84
2084	-0.7163	0.2467	-1.2514	-0.2698	1.0012	6800	9	84
2085	-0.7526	0.2552	-1.3064	-0.2985	1.0012	7100	10	84
2086	-0.5674	0.2149	-1.0228	-0.171	1.001	22000	11	84
2087	-0.5917	0.2209	-1.0648	-0.1906	1.001	27000	12	84
2088	-0.634	0.2295	-1.1288	-0.2177	1.0011	17000	13	84
2089	-0.679	0.2384	-1.1854	-0.2439	1.001	19000	14	84
2090	-0.7071	0.2436	-1.2237	-0.2681	1.0016	3000	15	84
2091	-0.5359	0.213	-0.9854	-0.1469	1.0014	4400	16	84
2092	-0.5563	0.2175	-1.0177	-0.1604	1.0013	5800	17	84
2093	-0.5907	0.2237	-1.0728	-0.1814	1.0017	2800	18	84
2094	-0.6431	0.233	-1.1348	-0.2173	1.0015	3400	19	84
2095	-0.6784	0.2406	-1.1901	-0.2411	1.0015	3600	20	84
2096	-0.5164	0.2091	-0.955	-0.1284	1.0011	12000	21	84
2097	-0.5328	0.2167	-0.9934	-0.1333	1.0012	9600	22	84
2098	-0.5755	0.2233	-1.0492	-0.1653	1.0013	6200	23	84
2099	-0.6231	0.2329	-1.12	-0.198	1.0016	2900	24	84
2100	-0.6568	0.2368	-1.1582	-0.2238	1.0011	9700	25	84
2101	-0.6825	0.6285	-1.8874	0.5957	1.0011	10000	1	85
2102	-0.7886	0.6049	-1.9558	0.4503	1.0017	2800	2	85
2103	-0.9732	0.59	-2.1034	0.2426	1.001	24000	3	85
2104	-1.1234	0.5774	-2.2243	0.0665	1.0013	5000	4	85
2105	-1.191	0.5595	-2.2718	-0.0442	1.001	27000	5	85
2106	-0.6247	0.6495	-1.8954	0.6912	1.0011	17000	6	85
2107	-0.7283	0.6264	-1.934	0.5378	1.0014	4000	7	85
