node             50%	sd	2.5%	97.5%	Rhat	n.eff   scen    NMA		
SMD[11,10]	-0.0644	0.0805	-0.2248	0.0933	1.0011	13000	16	3
SMD[12,10]	0.0685	0.0911	-0.1125	0.2438	1.001	27000	16	3
SMD[13,10]	0.53	0.1042	0.3247	0.7323	1.0012	7200	16	3
SMD[14,10]	0.2464	0.1038	0.0374	0.4504	1.001	27000	16	3
SMD[12,11]	0.1328	0.0921	-0.0501	0.3111	1.001	26000	16	3
SMD[13,11]	0.595	0.1093	0.3792	0.8082	1.001	27000	16	3
SMD[14,11]	0.3107	0.1082	0.0988	0.5242	1.001	27000	16	3
SMD[13,12]	0.4625	0.1136	0.2414	0.6859	1.0011	12000	16	3
SMD[14,12]	0.1773	0.1142	-0.0426	0.4063	1.001	27000	16	3
SMD[14,13]	-0.2837	0.1252	-0.5309	-0.0335	1.001	20000	16	3
SMD[2,1]	-0.3687	0.0715	-0.5098	-0.2273	1.0011	13000	17	3
SMD[3,1]	-0.2952	0.1188	-0.5263	-0.0602	1.0011	17000	17	3
SMD[4,1]	-0.3541	0.129	-0.6045	-0.0973	1.0011	16000	17	3
SMD[5,1]	-0.1964	0.0865	-0.3637	-0.0246	1.0012	9200	17	3
SMD[6,1]	0.3791	0.2626	-0.1325	0.8969	1.001	27000	17	3
SMD[7,1]	-0.5564	0.0661	-0.6882	-0.4273	1.001	27000	17	3
SMD[8,1]	-0.073	0.134	-0.3413	0.1843	1.001	27000	17	3
SMD[9,1]	-0.3705	0.0666	-0.5025	-0.2417	1.0013	5100	17	3
SMD[10,1]	-0.4323	0.0565	-0.5423	-0.3202	1.001	27000	17	3
SMD[11,1]	-0.4967	0.0646	-0.6233	-0.3695	1.0009	27000	17	3
SMD[12,1]	-0.3645	0.0737	-0.5113	-0.2209	1.001	27000	17	3
SMD[13,1]	0.098	0.0885	-0.0752	0.2747	1.001	27000	17	3
SMD[14,1]	-0.1866	0.0876	-0.3621	-0.0162	1.0009	27000	17	3
SMD[3,2]	0.0732	0.1381	-0.2011	0.3475	1.001	27000	17	3
SMD[4,2]	0.0147	0.1451	-0.266	0.3033	1.0012	8000	17	3
SMD[5,2]	0.1723	0.1115	-0.0469	0.393	1.0011	11000	17	3
SMD[6,2]	0.7491	0.2719	0.2113	1.286	1.001	27000	17	3
SMD[7,2]	-0.1881	0.0856	-0.3556	-0.021	1.001	27000	17	3
SMD[8,2]	0.2962	0.1497	-0.0021	0.586	1.001	27000	17	3
SMD[9,2]	-9e-04	0.0929	-0.1891	0.1795	1.001	27000	17	3
SMD[10,2]	-0.0623	0.0889	-0.2392	0.1116	1.001	27000	17	3
SMD[11,2]	-0.1272	0.0947	-0.3151	0.0585	1.001	19000	17	3
SMD[12,2]	0.004	0.1007	-0.1962	0.2005	1.001	27000	17	3
SMD[13,2]	0.4673	0.1125	0.2468	0.6896	1.0011	11000	17	3
SMD[14,2]	0.1817	0.1115	-0.0388	0.4018	1.001	27000	17	3
SMD[4,3]	-0.0598	0.1735	-0.3934	0.2926	1.0012	8300	17	3
SMD[5,3]	0.0991	0.1411	-0.1802	0.3761	1.0011	11000	17	3
SMD[6,3]	0.6754	0.2871	0.1142	1.2392	1.001	23000	17	3
SMD[7,3]	-0.2619	0.1329	-0.526	-0.0013	1.001	27000	17	3
SMD[8,3]	0.2222	0.1783	-0.1315	0.567	1.001	27000	17	3
SMD[9,3]	-0.0755	0.1342	-0.3431	0.1899	1.0009	27000	17	3
SMD[10,3]	-0.1368	0.1172	-0.3656	0.0975	1.001	27000	17	3
SMD[11,3]	-0.201	0.1334	-0.4644	0.0616	1.0011	18000	17	3
SMD[12,3]	-0.0689	0.1395	-0.3459	0.2034	1.001	27000	17	3
SMD[13,3]	0.3938	0.1472	0.1087	0.6847	1.0011	11000	17	3
SMD[14,3]	0.1073	0.1478	-0.1841	0.399	1.001	27000	17	3
SMD[5,4]	0.1571	0.1495	-0.1397	0.4486	1.0011	12000	17	3
SMD[6,4]	0.7337	0.2905	0.1628	1.3055	1.001	27000	17	3
SMD[7,4]	-0.2026	0.1367	-0.4771	0.0617	1.0011	14000	17	3
SMD[8,4]	0.2798	0.1844	-0.0893	0.636	1.001	27000	17	3
SMD[9,4]	-0.017	0.1386	-0.2935	0.2492	1.0013	5100	17	3
SMD[10,4]	-0.0784	0.1378	-0.3521	0.1884	1.0011	12000	17	3
SMD[11,4]	-0.1414	0.1426	-0.429	0.136	1.001	23000	17	3
SMD[12,4]	-0.0111	0.1464	-0.3033	0.2706	1.0011	14000	17	3
SMD[13,4]	0.4521	0.154	0.1439	0.7546	1.001	27000	17	3
SMD[14,4]	0.1671	0.1552	-0.1454	0.4689	1.001	20000	17	3
SMD[6,5]	0.5761	0.2757	0.0362	1.1185	1.001	27000	17	3
SMD[7,5]	-0.3608	0.1057	-0.5708	-0.1558	1.0011	11000	17	3
SMD[8,5]	0.1218	0.1579	-0.1932	0.4298	1.0011	16000	17	3
SMD[9,5]	-0.1739	0.1048	-0.3836	0.0276	1.0012	7200	17	3
SMD[10,5]	-0.236	0.0888	-0.4103	-0.0608	1.0011	12000	17	3
SMD[11,5]	-0.3001	0.1057	-0.5084	-0.0936	1.0011	17000	17	3
SMD[12,5]	-0.168	0.1117	-0.3912	0.0474	1.0012	8200	17	3
SMD[13,5]	0.2945	0.123	0.052	0.5377	1.001	19000	17	3
SMD[14,5]	0.0084	0.1225	-0.2338	0.25	1.001	25000	17	3
SMD[7,6]	-0.936	0.2699	-1.4727	-0.4084	1.001	27000	17	3
SMD[8,6]	-0.4517	0.2941	-1.0349	0.1202	1.001	27000	17	3
SMD[9,6]	-0.75	0.2702	-1.2888	-0.2214	1.001	23000	17	3
SMD[10,6]	-0.8112	0.2683	-1.3414	-0.2884	1.001	27000	17	3
SMD[11,6]	-0.8748	0.2695	-1.4045	-0.3512	1.001	27000	17	3
SMD[12,6]	-0.7437	0.2723	-1.2849	-0.2138	1.001	23000	17	3
SMD[13,6]	-0.2822	0.2768	-0.8322	0.264	1.001	27000	17	3
SMD[14,6]	-0.5662	0.2759	-1.1171	-0.0249	1.001	27000	17	3
SMD[8,7]	0.4836	0.1482	0.1899	0.7715	1.001	27000	17	3
SMD[9,7]	0.1863	0.0894	0.0091	0.3622	1.0011	12000	17	3
SMD[10,7]	0.1253	0.0796	-0.0301	0.2834	1.001	27000	17	3
SMD[11,7]	0.0601	0.0846	-0.1051	0.2273	1.001	27000	17	3
SMD[12,7]	0.1919	0.0939	0.0068	0.3757	1.001	27000	17	3
SMD[13,7]	0.6557	0.1097	0.4399	0.8703	1.001	27000	17	3
SMD[14,7]	0.37	0.1038	0.1612	0.5716	1.001	27000	17	3
SMD[9,8]	-0.2968	0.135	-0.5584	-0.032	1.0011	15000	17	3
SMD[10,8]	-0.3597	0.1442	-0.6406	-0.0708	1.001	27000	17	3
SMD[11,8]	-0.4235	0.1474	-0.7104	-0.1316	1.001	27000	17	3
SMD[12,8]	-0.2924	0.1503	-0.5835	0.0059	1.001	27000	17	3
SMD[13,8]	0.1713	0.1574	-0.1366	0.4849	1.001	27000	17	3
SMD[14,8]	-0.1146	0.1599	-0.4274	0.2028	1.001	27000	17	3
SMD[10,9]	-0.0615	0.0807	-0.2185	0.0993	1.0011	15000	17	3
SMD[11,9]	-0.1256	0.0896	-0.3015	0.0517	1.0012	8100	17	3
SMD[12,9]	0.0062	0.0898	-0.1733	0.1807	1.0011	12000	17	3
SMD[13,9]	0.4693	0.1009	0.2734	0.6699	1.0013	5200	17	3
SMD[14,9]	0.1834	0.1093	-0.032	0.3983	1.0011	16000	17	3
SMD[11,10]	-0.064	0.0799	-0.2221	0.0936	1.001	27000	17	3
SMD[12,10]	0.0681	0.0901	-0.1115	0.2424	1.001	27000	17	3
SMD[13,10]	0.5306	0.1034	0.326	0.7337	1.001	27000	17	3
SMD[14,10]	0.2456	0.1028	0.0389	0.4451	1.0009	27000	17	3
SMD[12,11]	0.1314	0.0918	-0.05	0.3115	1.001	27000	17	3
SMD[13,11]	0.5949	0.1092	0.3805	0.8079	1.001	27000	17	3
SMD[14,11]	0.3098	0.1078	0.0952	0.5167	1.0009	27000	17	3
SMD[13,12]	0.4631	0.1129	0.2416	0.6857	1.001	24000	17	3
SMD[14,12]	0.1766	0.114	-0.047	0.4034	1.001	27000	17	3
SMD[14,13]	-0.2863	0.1248	-0.5348	-0.041	1.001	27000	17	3
SMD[2,1]	-0.3725	0.071	-0.5101	-0.2313	1.001	27000	18	3
SMD[3,1]	-0.2991	0.118	-0.5315	-0.0674	1.001	27000	18	3
SMD[4,1]	-0.359	0.1286	-0.6052	-0.1002	1.0014	4700	18	3
SMD[5,1]	-0.1988	0.0862	-0.3666	-0.0298	1.0011	11000	18	3
SMD[6,1]	0.3599	0.2636	-0.1542	0.8791	1.001	27000	18	3
SMD[7,1]	-0.5604	0.0656	-0.6916	-0.4313	1.0011	10000	18	3
SMD[8,1]	-0.0733	0.1338	-0.3376	0.1893	1.001	19000	18	3
SMD[9,1]	-0.3725	0.066	-0.5032	-0.2426	1.001	27000	18	3
SMD[10,1]	-0.4354	0.0569	-0.5464	-0.3229	1.001	19000	18	3
SMD[11,1]	-0.4997	0.0644	-0.6268	-0.3722	1.001	27000	18	3
SMD[12,1]	-0.3688	0.0735	-0.5134	-0.2247	1.001	27000	18	3
SMD[13,1]	0.0952	0.0886	-0.0805	0.2703	1.001	27000	18	3
SMD[14,1]	-0.1925	0.0876	-0.3635	-0.0213	1.0015	3500	18	3
SMD[3,2]	0.0724	0.1368	-0.1962	0.3399	1.0009	27000	18	3
SMD[4,2]	0.0138	0.1443	-0.264	0.3005	1.0013	5600	18	3
SMD[5,2]	0.1736	0.1101	-0.0461	0.3894	1.0011	16000	18	3
SMD[6,2]	0.7336	0.2728	0.1996	1.2731	1.001	27000	18	3
SMD[7,2]	-0.1878	0.0845	-0.3566	-0.0213	1.0011	10000	18	3
SMD[8,2]	0.298	0.1501	0.0017	0.5931	1.001	27000	18	3
SMD[9,2]	-2e-04	0.0922	-0.1845	0.1808	1.001	27000	18	3
SMD[10,2]	-0.0635	0.0879	-0.2338	0.1112	1.001	23000	18	3
SMD[11,2]	-0.1272	0.0937	-0.313	0.0568	1.001	27000	18	3
SMD[12,2]	0.0042	0.0998	-0.1991	0.2011	1.001	27000	18	3
SMD[13,2]	0.4676	0.1123	0.2436	0.6884	1.0009	27000	18	3
SMD[14,2]	0.1803	0.1111	-0.0419	0.3975	1.0014	4200	18	3
SMD[4,3]	-0.0595	0.172	-0.3937	0.2859	1.0012	7400	18	3
SMD[5,3]	0.1009	0.1404	-0.1771	0.3734	1.001	22000	18	3
SMD[6,3]	0.6581	0.2882	0.0891	1.2248	1.001	27000	18	3
SMD[7,3]	-0.2605	0.1318	-0.5214	-0.0028	1.001	21000	18	3
SMD[8,3]	0.2257	0.1783	-0.1248	0.5737	1.001	27000	18	3
SMD[9,3]	-0.0732	0.1328	-0.3365	0.191	1.001	27000	18	3
SMD[10,3]	-0.1368	0.1163	-0.3663	0.0934	1.001	27000	18	3
SMD[11,3]	-0.1993	0.132	-0.461	0.0568	1.001	27000	18	3
SMD[12,3]	-0.0696	0.1379	-0.3456	0.2012	1.001	27000	18	3
SMD[13,3]	0.3951	0.1466	0.1052	0.6843	1.0009	27000	18	3
SMD[14,3]	0.1067	0.1462	-0.1813	0.3946	1.0012	6600	18	3
SMD[5,4]	0.1599	0.1492	-0.1405	0.4472	1.001	20000	18	3
SMD[6,4]	0.7192	0.2923	0.1394	1.2955	1.001	27000	18	3
SMD[7,4]	-0.2015	0.1367	-0.4772	0.0589	1.0011	11000	18	3
SMD[8,4]	0.2854	0.184	-0.0823	0.6401	1.0012	8400	18	3
SMD[9,4]	-0.0137	0.1388	-0.2899	0.2561	1.0014	4400	18	3
SMD[10,4]	-0.0765	0.1376	-0.3508	0.1908	1.0012	8600	18	3
SMD[11,4]	-0.1408	0.1421	-0.4262	0.1319	1.0012	8700	18	3
SMD[12,4]	-0.0096	0.1465	-0.3057	0.2712	1.0014	4700	18	3
SMD[13,4]	0.4538	0.1552	0.141	0.7538	1.0013	5500	18	3
SMD[14,4]	0.1669	0.1552	-0.1447	0.4655	1.0012	7600	18	3
SMD[6,5]	0.5588	0.2767	0.0203	1.1082	1.0009	27000	18	3
SMD[7,5]	-0.3613	0.1053	-0.5708	-0.1527	1.001	27000	18	3
SMD[8,5]	0.1251	0.1573	-0.186	0.4313	1.001	19000	18	3
SMD[9,5]	-0.1729	0.1041	-0.3813	0.0322	1.0012	9600	18	3
SMD[10,5]	-0.2366	0.0884	-0.4104	-0.0627	1.001	27000	18	3
SMD[11,5]	-0.302	0.1049	-0.5068	-0.0959	1.001	27000	18	3
SMD[12,5]	-0.17	0.1117	-0.3911	0.0481	1.0011	11000	18	3
SMD[13,5]	0.2953	0.1227	0.053	0.5361	1.0011	14000	18	3
SMD[14,5]	0.0055	0.1226	-0.2339	0.2472	1.0012	7600	18	3
SMD[7,6]	-0.9206	0.2715	-1.4552	-0.3925	1.001	27000	18	3
SMD[8,6]	-0.4326	0.2958	-1.0229	0.1457	1.001	27000	18	3
SMD[9,6]	-0.7324	0.2707	-1.2675	-0.2073	1.001	27000	18	3
SMD[10,6]	-0.7952	0.2698	-1.3262	-0.2676	1.001	27000	18	3
SMD[11,6]	-0.8592	0.2712	-1.3922	-0.3315	1.001	27000	18	3
SMD[12,6]	-0.7291	0.2739	-1.2666	-0.1973	1.001	27000	18	3
SMD[13,6]	-0.2635	0.2775	-0.8105	0.2749	1.001	27000	18	3
SMD[14,6]	-0.5519	0.2768	-1.1027	-0.0148	1.001	22000	18	3
SMD[8,7]	0.4874	0.1474	0.1966	0.7746	1.0011	12000	18	3
SMD[9,7]	0.1883	0.0894	0.0113	0.3633	1.0011	12000	18	3
SMD[10,7]	0.1244	0.079	-0.0293	0.281	1.001	27000	18	3
SMD[11,7]	0.0609	0.0834	-0.1034	0.2251	1.001	27000	18	3
SMD[12,7]	0.1917	0.0928	0.0081	0.3732	1.0011	10000	18	3
SMD[13,7]	0.6559	0.1094	0.4387	0.8697	1.0011	10000	18	3
SMD[14,7]	0.3679	0.103	0.164	0.5709	1.0011	9800	18	3
SMD[9,8]	-0.2978	0.1351	-0.5645	-0.0337	1.0011	13000	18	3
SMD[10,8]	-0.3618	0.1436	-0.6436	-0.0753	1.0011	16000	18	3
SMD[11,8]	-0.4258	0.1471	-0.7137	-0.1377	1.001	27000	18	3
SMD[12,8]	-0.2954	0.1498	-0.5876	0.0028	1.001	22000	18	3
SMD[13,8]	0.1709	0.1577	-0.14	0.4794	1.001	27000	18	3
SMD[14,8]	-0.1182	0.16	-0.4328	0.1963	1.0014	4600	18	3
SMD[10,9]	-0.0636	0.0804	-0.2177	0.097	1.0011	18000	18	3
SMD[11,9]	-0.1279	0.0887	-0.3006	0.0497	1.0011	18000	18	3
SMD[12,9]	0.0033	0.0892	-0.1702	0.1789	1.001	27000	18	3
SMD[13,9]	0.4682	0.1011	0.2704	0.6662	1.001	27000	18	3
SMD[14,9]	0.1805	0.1092	-0.0358	0.3948	1.0013	5600	18	3
SMD[11,10]	-0.0643	0.0795	-0.2209	0.0922	1.001	27000	18	3
SMD[12,10]	0.067	0.0905	-0.1136	0.2427	1.0011	18000	18	3
SMD[13,10]	0.5306	0.1044	0.3238	0.7354	1.001	19000	18	3
SMD[14,10]	0.2437	0.1029	0.0374	0.4423	1.0012	7100	18	3
SMD[12,11]	0.1304	0.0909	-0.0489	0.3083	1.001	20000	18	3
SMD[13,11]	0.5958	0.1085	0.3803	0.8099	1.001	26000	18	3
SMD[14,11]	0.3069	0.1072	0.0966	0.517	1.0013	5000	18	3
SMD[13,12]	0.4643	0.1134	0.2416	0.6871	1.0009	27000	18	3
SMD[14,12]	0.1765	0.1135	-0.0477	0.3981	1.0014	4800	18	3
SMD[14,13]	-0.288	0.1244	-0.533	-0.0431	1.0013	5300	18	3
SMD[2,1]	-0.3748	0.0709	-0.5142	-0.2349	1.0011	11000	19	3
SMD[3,1]	-0.3012	0.1173	-0.5336	-0.0745	1.001	27000	19	3
SMD[4,1]	-0.3619	0.1274	-0.6051	-0.1081	1.0009	27000	19	3
SMD[5,1]	-0.2038	0.0855	-0.371	-0.0351	1.001	27000	19	3
SMD[6,1]	0.342	0.2615	-0.1747	0.8506	1.001	27000	19	3
SMD[7,1]	-0.5638	0.0652	-0.6939	-0.4348	1.0011	13000	19	3
SMD[8,1]	-0.0764	0.1342	-0.3416	0.1888	1.0011	16000	19	3
SMD[9,1]	-0.3757	0.0664	-0.5069	-0.2454	1.0009	27000	19	3
SMD[10,1]	-0.4399	0.0564	-0.5506	-0.3278	1.001	27000	19	3
SMD[11,1]	-0.5024	0.0644	-0.6305	-0.3759	1.0012	7100	19	3
SMD[12,1]	-0.3719	0.0727	-0.5163	-0.23	1.0009	27000	19	3
SMD[13,1]	0.0935	0.0877	-0.0795	0.267	1.0011	16000	19	3
SMD[14,1]	-0.1974	0.0873	-0.3687	-0.0272	1.0011	15000	19	3
SMD[3,2]	0.0735	0.1364	-0.1961	0.3401	1.001	27000	19	3
SMD[4,2]	0.0128	0.1433	-0.2657	0.2994	1.001	27000	19	3
SMD[5,2]	0.1706	0.1093	-0.0431	0.3881	1.001	27000	19	3
SMD[6,2]	0.7155	0.2716	0.1798	1.2482	1.001	27000	19	3
SMD[7,2]	-0.1884	0.0845	-0.3567	-0.0238	1.0013	6500	19	3
SMD[8,2]	0.2995	0.1499	-0.0014	0.5896	1.0012	9000	19	3
SMD[9,2]	3e-04	0.0919	-0.1852	0.1772	1.001	19000	19	3
SMD[10,2]	-0.0647	0.0884	-0.2372	0.1101	1.0011	10000	19	3
SMD[11,2]	-0.1272	0.0941	-0.3127	0.0563	1.0013	6500	19	3
SMD[12,2]	0.0032	0.0994	-0.1958	0.1986	1.001	22000	19	3
SMD[13,2]	0.4683	0.1116	0.2477	0.6863	1.0009	27000	19	3
SMD[14,2]	0.1773	0.111	-0.0427	0.3966	1.0011	10000	19	3
SMD[4,3]	-0.0609	0.1714	-0.3915	0.2869	1.001	27000	19	3
SMD[5,3]	0.0987	0.1405	-0.1768	0.3779	1.0009	27000	19	3
SMD[6,3]	0.6429	0.2854	0.0771	1.1991	1.001	27000	19	3
SMD[7,3]	-0.2618	0.1308	-0.5198	-0.0038	1.0009	27000	19	3
SMD[8,3]	0.226	0.1778	-0.1251	0.5717	1.0011	18000	19	3
SMD[9,3]	-0.0744	0.1321	-0.3317	0.1871	1.001	27000	19	3
SMD[10,3]	-0.1384	0.1161	-0.3649	0.0925	1.0009	27000	19	3
SMD[11,3]	-0.2009	0.1312	-0.4559	0.06	1.001	27000	19	3
SMD[12,3]	-0.07	0.1364	-0.3375	0.2016	1.001	27000	19	3
SMD[13,3]	0.3966	0.1463	0.1091	0.6843	1.001	27000	19	3
SMD[14,3]	0.104	0.145	-0.1813	0.3908	1.001	27000	19	3
SMD[5,4]	0.1586	0.1478	-0.1353	0.4429	1.0009	27000	19	3
SMD[6,4]	0.7029	0.2924	0.1185	1.2736	1.001	27000	19	3
SMD[7,4]	-0.2016	0.1357	-0.4745	0.0577	1.001	27000	19	3
SMD[8,4]	0.2847	0.1823	-0.0771	0.6367	1.001	27000	19	3
SMD[9,4]	-0.0126	0.1375	-0.2872	0.2491	1.0009	27000	19	3
SMD[10,4]	-0.0771	0.1357	-0.3484	0.1843	1.001	27000	19	3
SMD[11,4]	-0.1403	0.1412	-0.4203	0.1292	1.001	27000	19	3
SMD[12,4]	-0.0097	0.1454	-0.2996	0.2706	1.0009	27000	19	3
SMD[13,4]	0.4567	0.153	0.1484	0.7498	1.001	27000	19	3
SMD[14,4]	0.1659	0.1538	-0.1424	0.4582	1.001	27000	19	3
SMD[6,5]	0.5443	0.2744	-4e-04	1.0821	1.001	27000	19	3
SMD[7,5]	-0.3594	0.1044	-0.5661	-0.1552	1.001	27000	19	3
SMD[8,5]	0.1285	0.1583	-0.1864	0.4388	1.0011	17000	19	3
SMD[9,5]	-0.1715	0.1041	-0.3769	0.0313	1.0009	27000	19	3
SMD[10,5]	-0.2362	0.088	-0.4084	-0.0617	1.001	27000	19	3
SMD[11,5]	-0.2996	0.1042	-0.5028	-0.0921	1.001	26000	19	3
SMD[12,5]	-0.1687	0.1107	-0.3868	0.049	1.001	27000	19	3
SMD[13,5]	0.2967	0.1216	0.0565	0.5348	1.001	27000	19	3
SMD[14,5]	0.0059	0.1216	-0.2314	0.2459	1.001	27000	19	3
SMD[7,6]	-0.9051	0.2696	-1.4304	-0.372	1.0009	27000	19	3
SMD[8,6]	-0.4185	0.2933	-0.9919	0.1584	1.001	27000	19	3
SMD[9,6]	-0.7162	0.2692	-1.2425	-0.1862	1.001	27000	19	3
SMD[10,6]	-0.7805	0.267	-1.3008	-0.252	1.001	27000	19	3
SMD[11,6]	-0.8434	0.269	-1.3681	-0.3085	1.0009	27000	19	3
SMD[12,6]	-0.7139	0.2713	-1.2436	-0.1768	1.001	27000	19	3
SMD[13,6]	-0.2477	0.2754	-0.7858	0.2975	1.001	27000	19	3
SMD[14,6]	-0.5382	0.2747	-1.076	0.0062	1.0009	27000	19	3
SMD[8,7]	0.4871	0.1486	0.1954	0.7792	1.0011	11000	19	3
SMD[9,7]	0.1883	0.0884	0.013	0.3632	1.001	23000	19	3
SMD[10,7]	0.1243	0.0785	-0.0292	0.2799	1.001	27000	19	3
SMD[11,7]	0.0616	0.0838	-0.1016	0.2273	1.001	27000	19	3
SMD[12,7]	0.1923	0.0914	0.011	0.3691	1.001	22000	19	3
SMD[13,7]	0.6568	0.1082	0.4436	0.8695	1.0011	12000	19	3
SMD[14,7]	0.366	0.1025	0.164	0.5674	1.0009	27000	19	3
SMD[9,8]	-0.2989	0.135	-0.5668	-0.0302	1.0011	16000	19	3
SMD[10,8]	-0.3635	0.1443	-0.6455	-0.0783	1.0011	14000	19	3
SMD[11,8]	-0.4252	0.1486	-0.7179	-0.1341	1.0012	8300	19	3
SMD[12,8]	-0.296	0.1486	-0.5884	-0.0032	1.001	21000	19	3
SMD[13,8]	0.1697	0.1568	-0.1392	0.4773	1.0012	9600	19	3
SMD[14,8]	-0.1217	0.1599	-0.4382	0.1933	1.0011	9800	19	3
SMD[10,9]	-0.064	0.0805	-0.2204	0.0962	1.001	27000	19	3
SMD[11,9]	-0.1275	0.0894	-0.3038	0.0502	1.0011	13000	19	3
SMD[12,9]	0.0037	0.0881	-0.1686	0.1785	1.0009	27000	19	3
SMD[13,9]	0.4692	0.1004	0.2756	0.6666	1.001	22000	19	3
SMD[14,9]	0.179	0.109	-0.0348	0.392	1.001	23000	19	3
SMD[11,10]	-0.063	0.0794	-0.2194	0.0923	1.001	27000	19	3
SMD[12,10]	0.0677	0.0893	-0.1105	0.2411	1.001	27000	19	3
SMD[13,10]	0.5337	0.1034	0.3277	0.7348	1.0011	14000	19	3
SMD[14,10]	0.243	0.1025	0.0359	0.4408	1.001	27000	19	3
SMD[12,11]	0.1305	0.0906	-0.0476	0.3096	1.0011	12000	19	3
SMD[13,11]	0.596	0.1078	0.3848	0.8095	1.0012	7400	19	3
SMD[14,11]	0.3049	0.107	0.0955	0.5146	1.0009	27000	19	3
SMD[13,12]	0.4652	0.1125	0.2438	0.6887	1.0011	17000	19	3
SMD[14,12]	0.175	0.1127	-0.049	0.3952	1.001	22000	19	3
SMD[14,13]	-0.2899	0.1232	-0.5352	-0.0505	1.0011	13000	19	3
SMD[2,1]	-0.3764	0.0708	-0.5177	-0.2376	1.0009	27000	20	3
SMD[3,1]	-0.3057	0.1159	-0.5371	-0.0781	1.001	27000	20	3
SMD[4,1]	-0.3642	0.1264	-0.6079	-0.1099	1.0011	12000	20	3
SMD[5,1]	-0.2064	0.0858	-0.3742	-0.0364	1.001	27000	20	3
SMD[6,1]	0.3272	0.2607	-0.1867	0.8416	1.0012	8600	20	3
SMD[7,1]	-0.5647	0.0648	-0.6927	-0.4363	1.0011	9900	20	3
SMD[8,1]	-0.0762	0.132	-0.3383	0.1809	1.001	22000	20	3
SMD[9,1]	-0.3775	0.0656	-0.5058	-0.2489	1.0011	18000	20	3
SMD[10,1]	-0.4423	0.0564	-0.5519	-0.33	1.001	27000	20	3
SMD[11,1]	-0.5053	0.0637	-0.6314	-0.3812	1.001	19000	20	3
SMD[12,1]	-0.3756	0.0732	-0.5189	-0.2324	1.0012	6900	20	3
SMD[13,1]	0.0921	0.0879	-0.0806	0.2665	1.001	27000	20	3
SMD[14,1]	-0.2011	0.087	-0.3728	-0.0316	1.0011	16000	20	3
SMD[3,2]	0.071	0.1354	-0.1937	0.337	1.001	27000	20	3
SMD[4,2]	0.0123	0.143	-0.263	0.3021	1.0011	17000	20	3
SMD[5,2]	0.1696	0.11	-0.0444	0.3876	1.001	27000	20	3
SMD[6,2]	0.7045	0.2696	0.1732	1.232	1.0011	9800	20	3
SMD[7,2]	-0.1887	0.0844	-0.355	-0.0219	1.0011	13000	20	3
SMD[8,2]	0.3016	0.1487	0.0071	0.5915	1.001	24000	20	3
SMD[9,2]	-4e-04	0.0918	-0.1818	0.1791	1.001	26000	20	3
SMD[10,2]	-0.0661	0.0885	-0.2365	0.1125	1.001	27000	20	3
SMD[11,2]	-0.128	0.093	-0.3126	0.0553	1.001	27000	20	3
SMD[12,2]	0.0015	0.0993	-0.1936	0.1963	1.0011	11000	20	3
SMD[13,2]	0.4685	0.112	0.2482	0.6911	1.001	27000	20	3
SMD[14,2]	0.1761	0.1111	-0.0446	0.3903	1.001	23000	20	3
SMD[4,3]	-0.0593	0.1706	-0.3876	0.2827	1.0011	9800	20	3
SMD[5,3]	0.097	0.1386	-0.1667	0.3758	1.001	27000	20	3
SMD[6,3]	0.6315	0.2871	0.0679	1.198	1.0011	9800	20	3
SMD[7,3]	-0.2597	0.1302	-0.5162	-0.0012	1.001	23000	20	3
SMD[8,3]	0.2283	0.1751	-0.1156	0.5767	1.001	27000	20	3
SMD[9,3]	-0.0711	0.1307	-0.3293	0.1881	1.001	27000	20	3
SMD[10,3]	-0.1367	0.1143	-0.3585	0.0925	1.001	26000	20	3
SMD[11,3]	-0.2	0.1301	-0.4571	0.0593	1.0011	18000	20	3
SMD[12,3]	-0.0689	0.1358	-0.3353	0.1987	1.001	27000	20	3
SMD[13,3]	0.3974	0.1461	0.1108	0.6837	1.001	27000	20	3
SMD[14,3]	0.104	0.1441	-0.1805	0.3861	1.0009	27000	20	3
SMD[5,4]	0.1568	0.1476	-0.1363	0.446	1.0011	13000	20	3
SMD[6,4]	0.6904	0.2893	0.1177	1.2549	1.0011	12000	20	3
SMD[7,4]	-0.2014	0.1354	-0.4728	0.0603	1.0012	8200	20	3
SMD[8,4]	0.2887	0.1806	-0.0743	0.6333	1.0012	8400	20	3
SMD[9,4]	-0.0133	0.1365	-0.2916	0.2503	1.0012	7600	20	3
SMD[10,4]	-0.0783	0.1355	-0.3483	0.1835	1.0011	15000	20	3
SMD[11,4]	-0.1415	0.14	-0.4234	0.1283	1.0011	18000	20	3
SMD[12,4]	-0.0111	0.1441	-0.3037	0.2669	1.0013	5700	20	3
SMD[13,4]	0.4552	0.1528	0.1527	0.7557	1.001	21000	20	3
SMD[14,4]	0.1616	0.1526	-0.1417	0.4569	1.0012	7000	20	3
SMD[6,5]	0.5335	0.2737	-0.0018	1.0686	1.0012	7200	20	3
SMD[7,5]	-0.3581	0.1048	-0.5662	-0.1546	1.001	27000	20	3
SMD[8,5]	0.1307	0.1557	-0.1834	0.4322	1.001	27000	20	3
SMD[9,5]	-0.1714	0.1032	-0.3747	0.0313	1.001	27000	20	3
SMD[10,5]	-0.2358	0.0875	-0.4089	-0.0635	1.001	27000	20	3
SMD[11,5]	-0.2986	0.1053	-0.5099	-0.0933	1.001	27000	20	3
